transaction_id,transactional_date,product_id,customer_id,payment,credit_card,loyalty_card,cost,quantity,price,
4411,5/1/2022 1:02,P0305,6,,30271790522719,F,8.74,3,9.99
4412,5/1/2022 4:00,P0242,7,visa,4041591026711540,F,1.60,2,1.79
4413,5/1/2022 5:49,P0529,2,mastercard,5048373491517664,F,17.59,2,18.79
4414,5/1/2022 6:58,P0336,7,mastercard,5048377130633352,T,8.17,4,8.89
4415,5/1/2022 8:47,P0399,6,visa,4041595611872,F,9.83,2,11.29
4416,5/1/2022 12:06,P0097,4,visa,4041591008610,F,9.91,4,11.29
4417,5/1/2022 19:42,P0644,7,mastercard,5048374238650248,T,11.48,2,12.59
4418,5/1/2022 20:33,P0370,4,americanexpress,374288720448306,T,19.51,6,21.29
4419,5/1/2022 20:43,P0360,4,mastercard,5108750048483168,F,5.54,4,6.59
4420,5/1/2022 21:34,P0607,6,americanexpress,374283699598462,F,3.38,2,4.59
