transaction_id,transactional_date,product_id,customer_id,payment,credit_card,loyalty_card,cost,quantity,price,
4436,5/3/2022 1:38,P0551,6,americanexpress,374283355287871,F,3.29,6,4.49
4437,5/3/2022 2:53,P0382,5,visa,4041591446919,F,14.22,2,15.09
4438,5/3/2022 3:30,P0146,7,mastercard,5108754062783073,F,14.53,1,15.69
4439,5/3/2022 4:46,P0333,6,visa,4041595050246,F,16.61,2,18.09
4440,5/3/2022 4:51,P0537,3,visa,4041594691284587,F,8.62,3,9.79
4441,5/3/2022 10:37,P0066,7,visa,4041593485881,F,9.89,2,11.29
4442,5/3/2022 11:07,P0344,4,mastercard,5048372948984931,T,9.86,3,11.29
4443,5/3/2022 14:43,P0255,7,visa,4041591403548887,F,18.85,1,20.79
4444,5/3/2022 15:53,P0272,4,visa,4041596413989,F,5.35,3,6.29
4445,5/3/2022 18:09,P0180,7,americanexpress,374288919910694,F,19.25,1,21.19
4446,5/3/2022 18:31,P0524,10,visa,4041592104970,F,10.66,2,11.59
4447,5/3/2022 19:51,P0690,7,visa,4041597439687276,F,11.93,3,13.39
4448,5/3/2022 21:31,P0668,3,americanexpress,374283719710394,F,0.46,4,1.39
4449,5/3/2022 22:46,P0453,7,visa,4041594013905174,F,12.82,2,14.49
4450,5/3/2022 23:20,P0198,9,mastercard,5048375389506501,F,17.00,2,18.19
